year,exam_type,paper,question_text
2016,Prelims,GS1,38. Banjaras during the medieval period of Indian history were generally (a) agriculturists (b) warriors (c) weavers (d) traders
2016,Prelims,GS1,39. Who of the following had first deciphered the edicts of Emperor Ashoka? (a) Georg Bühler (b) James Prinsep (c) Max Müller (d) William Jones
2016,Prelims,GS1,"40. With reference to the 'Gram Nyayalaya Act', which of the following statements is/are correct? 1. As per the Act, Gram Nyayalayas can hear only civil cases and not criminal cases. 2. The Act allows local social activists as mediators/reconciliators. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2016,Prelims,GS1,"41. With reference to the Trans-Pacific Partnership', consider the following statements: 1. It is an agreement among all the Pacific Rim countries except China and Russia. 2. It is a strategic alliance for the purpose of maritime security only. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2016,Prelims,GS1,42. Consider the following statements: The India-Africa Summit 1. held in 2015 was the third such Summit 2. was actually initiated by Jawaharlal Nehru in 1951 Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2016,Prelims,GS1,43. What is/are the purpose/purposes of the 'Marginal Cost of Funds based Lending Rate (MCLR)' announced by RBI? 1. These guidelines help improve the transparency in the methodology followed by banks for determining the interest rates on advances. 2. These guidelines help ensure availability of bank credit at interest rates which are fair to the borrowers as well as the banks. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2016,Prelims,GS1,"44. What is/are unique about 'Kharai camel', a breed found in India? 1. It is capable of swimming up to three kilometres in seawater. 2. It survives by grazing on mangroves. 3. It lives in the wild and cannot be domesticated. Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"45. Recently, our scientists have discovered a new and distinct species of banana plant which attains a height of about 11 metres and has orange-coloured fruit pulp. In which part of India has it been discovered? (a) Andaman Islands (b) Anaimalai Forests (c) Maikala Hills (d) Tropical rain forests of northeast"
2016,Prelims,GS1,"46. Which one of the following is the best description of 'INS Astradharini', that was in the news recently? (a) Amphibious warfare ship (b) Nuclear-powered submarine (c) Torpedo launch and recovery vessel (d) Nuclear-powered aircraft carrier"
2016,Prelims,GS1,"47. What is 'Greased Lightning-10 (GL-10)', recently in the news? (a) Electric plane tested by NASA (b) Solar-powered two-seater aircraft designed by Japan (c) Space observatory launched by China (d) Reusable rocket designed by ISRO"
2016,Prelims,GS1,"48. With reference to Initiative for Nutri- tional Security through Intensive Millets Promotion', which of the following statements is/are correct? to 1. This initiative aims to demonstrate the improved production and post- harvest technologies, and to demonstrate value addition techniques, in an integrated manner, with cluster approach. 2. Poor, small, marginal and tribal farmers have larger stake in this scheme. 3. An important objective of the scheme is to encourage farmers of commercial crops to shift to millet cultivation by offering them free kits of critical inputs of nutrients and microirrigation equipment."
2016,Prelims,GS1,49. The 'Swadeshi' and 'Boycott' were adopted as methods of struggle for the first time during the (a) agitation against the Partition of Bengal (b) Home Rule Movement (c) Non-Cooperation Movement (d) visit of the Simon Commission to India
2016,Prelims,GS1,"50. With reference to the religious history of India, consider the following statements: 1. The concept of Bodhisattva is central to Hinayana sect of Buddhism. 2. Bodhisattva is a compassionate one on his way to enlightenment. 3. Bodhisattva delays achieving his own salvation to help all sentient beings on their path to it. Which of the statements given above is/are correct? (a) 1 only (b) 2 and 3 only (c) 2 only (d) 1, 2 and 3"
2016,Prelims,GS1,"51. Doctors Without Borders (Medecins Sans Frontieres)', often in the news, is (a) a division of World Health Organization (b) a non-governmental international organization (c) an inter-governmental agency sponsored by European Union (d) a specialized agency of the United Nations"
2016,Prelims,GS1,"52. With reference to an initiative called The Economics of Ecosystems and Biodiversity (TEEB)', which of the following statements is/are correct? 1. It is an initiative hosted by UNEP, IMF and World Economic Forum. 2. It is a global initiative that focuses on drawing attention to the cconomic benefits of biodiversity. 3. It presents an approach that can help decision-makers recognize, demonstrate and capture the value of ecosystems and biodiversity. Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"53. With reference to 'Red Sanders', sometimes seen in the news, consider the following statements: 1. It is a tree species found in a part of South India. 2. It is one of the most important trees in the tropical rain forest arcas of South India. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2016,Prelims,GS1,"54. Which of the following statements is/are correct? Proper design and effective implemen- tation of UN-REDD+ Programme can significantly contribute to 1. protection of biodiversity 2. resilience of forest ecosystems 3. poverty reduction Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"55. What is 'Greenhouse Gas Protocol? (a) It is an international accounting tool for government and business leaders to understand, quantify and manage greenhouse gas emissions (b) It is an initiative of the United Nations to offer financial incentives to developing countries to reduce greenhouse gas emissions and to adopt eco-friendly technologies (c) It is an inter-governmental agreement ratified by all the member countries of the United Nations to reduce greenhouse gas emissions to specified levels by the year 2022 (d) It is one of the multilateral REDD+ initiatives hosted by the World Bank"
2016,Prelims,GS1,"56. With reference to 'Financial Stability and Development Council', consider the following statements: 1. It is an organ of NITI Aayog. 2. It is headed by the Union Finance Minister. ___3. It monitors macroprudential super- vision of the economy. Which of the statements given above is/are correct? (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"57. With reference to 'Agenda 21', sometimes seen in the news, consider the following statements: 1. It is a global action plan for sustainable development. 2. It originated in the World Summit on Sustainable Development held in Johannesburg in 2002. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2016,Prelims,GS1,58. Satya Shodhak Samaj organized (a) a movement for upliftment of tribals in Bihar (b) a temple-entry movement in Gujarat (c) an anti-caste movement in Maharashtra (d) a peasant movement in Punjab
2016,Prelims,GS1,"59. Which of the following statements is/are correct? Viruses can infect 1. bacteria 2. fungi 3. plants Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,60. The term 'Base Erosion and Profit Shifting' is sometimes seen in the news in the context of (a) mining operation by multinational companies in resource-rich but backward areas (b) curbing of the tax evasion by multinational companies (c) exploitation of genetic resources of a country by multinational companies (d) lack of consideration of environmental costs in the planning and implementation of developmental projects
2016,Prelims,GS1,"61. Recently, India's first. 'National Investment and Manufacturing Zone' was proposed to be set up in (a) Andhra Pradesh (b) Gujarat (c) Maharashtra (d) Uttar Pradesh"
2016,Prelims,GS1,"62. What is/are the purpose/purposes of 'District Mineral Foundations' in India? 1. Promoting mineral exploration activities in mineral-rich districts 2. Protecting the interests of the persons affected by mining operations 3. Authorizing State Governments to issue licences for mineral exploration Select the correct answer using the code given below. (a) 1 and 2 only (b) 2 only (c) 1 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"63. 'SWAYAM', an initiative of the Government of India, aims at (a) promoting the Self Help Groups in rural areas (b) providing financial and technical assistance to young start-up entrepreneurs (c) promoting the education and health of adolescent girls (d) providing affordable and quality education to the citizens for free"
2016,Prelims,GS1,64. The Montague-Chelmsford Proposals were related to (a) social reforms (b) educational reforms (c) reforms in police administration (d) constitutional reforms
2016,Prelims,GS1,65. What is/are common to the two historical places known as Ajanta and Mahabalipuram? 1. Both were built in the same period. 2. Both belong to the same religious denomination. 3. Both have rock-cut monuments. Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 1 and 3 only (d) None of the statements given above is correct
2016,Prelims,GS1,"66. With reference to Bitcoins', sometimes seen in the news, which of the following statements is/are correct? 1. Bitcoins are tracked by the Central Banks of the countries. 2. Anyone with a Bitcoin address can send and receive Bitcoins from anyone else with a Bitcoin address. 3. Online payments can an be sent without either side knowing the identity of the other."
2016,Prelims,GS1,67. Consider the following statements: 1. New Development Bank has been set up by APEC. 2. The headquarters of New Development Bank is in Shanghai. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2016,Prelims,GS1,"68. 'Gadgil Committee Report' and 'Kasturirangan Committee Report', sometimes seen in the news, are related to (a) constitutional reforms (b) Ganga Action Plan (c) linking of rivers (d) protection of Western Ghats"
2016,Prelims,GS1,"69. Consider the following: 1. Calcutta Unitarian Committee 2. Tabernacle of New Dispensation 3. Indian Reform Association Keshab Chandra Sen is associated with the establishment of which of the above? (a) 1 and 3 only (b) 2 and 3 only (c) 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,70. Which of the following is not a member of 'Gulf Cooperation Council? (a) Iran (b) Saudi Arabia (c) Oman (d) Kuwait
2016,Prelims,GS1,"71. What is/are the purpose/purposes of Government's 'Sovereign Gold Bond Scheme' and 'Gold Monetization Scheme'? 1. To bring the idle gold lying with Indian households into the economy 2. To promote FDI in the gold and jewellery sector 3. To reduce India's dependence on gold imports Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,72. 'Belt and Road Initiative' is sometimes mentioned in the news in the context of the affairs of (a) African Union (b) Brazil (c) European Union (d) China
2016,Prelims,GS1,73. Pradhan Mantri MUDRA Yojana is aimed at (a) bringing the small entrepreneurs into formal financial system (b) providing loans to poor farmers for cultivating particular crops (c) providing pensions to old and destitute persons (d) funding the voluntary organizations involved in the promotion of skill development and employment generation
2016,Prelims,GS1,"74. In which of the following regions of India are shale gas resources found? 1. Cambay Basin 2. Cauvery Basin 3. Krishna-Godavari Basin Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,75. Global Financial Stability. Report' is prepared by the (a) European Central Bank (b) International Monetary Fund (c) International Bank for Reconstruction and Development (d) Organization for Economic Cooperation and Development
2016,Prelims,GS1,"76. Regarding 'Atal Pension Yojana', which of the following statements is/are correct? a 1. It is minimum guaranteed pension scheme mainly targeted at unorganized sector workers. 2. Only one member of a family can join the scheme. 3. Same amount of pension is guaranteed for the spouse for life after subscriber's death. Select the correct answer using the code given below. (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,77. The term 'Regional Comprehensive Economic Partnership' often appears in the news in the context of the affairs of a group of countries known as (a) G20 (b) ASEAN (c) SCO (d) SAARC
2016,Prelims,GS1,"78. On which of the following can you find. the Bureau of Energy Efficiency Star Label? 1. Ceiling fans 2. Electric geysers 3. Tubular fluorescent lamps Select the correct answer using the code given below. (a) 1 and 2 only (b) 3 only (c) 2 and 3 only (d) 1, 2 and 3"
2016,Prelims,GS1,"79. India is an important member of the International Thermonuclear Experimental Reactor'. If this experiment succeeds, what is the immediate advantage for India? (a) It can use thorium in place of uranium for power generation (b) It can attain a global role in satellite navigation (c) It can drastically improve the efficiency of its fission reactors in power generation (d) It can build fusion reactors for power generation"
2016,Prelims,GS1,"80. In the context of the history of India, consider the following pairs: Term Description 1. Eripatti : Land, revenue from which was set apart for the main- tenance of the village tank 2. Taniyurs : Villages donated to a single Brahmin or a group of Brahmins 3. Ghatikas : Colleges generally attached to the temples Which of the pairs given above is/are correctly matched? (a) 1 and 2 (b) 3 only (c) 2 and 3 (d) 1 and 3"
2016,Prelims,GS1,81. Consider the following statements: 1. The International Solar Alliance was launched at the United Nations Climate Change Conference in 2015. 2. The Alliance includes all the member countries of the United Nations. Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2
2016,Prelims,GS1,"82. European Stability Mechanism', sometimes seen in the news, is an (a) agency created by EU to deal with the impact of millions of refugees arriving from Middle East (b) agency of EU that provides financial assistance to eurozone countries (c) agency of EU to deal with all the bilateral and multilateral agreements on trade (d) agency of EU to deal with the conflicts arising among the member countries"
2016,Prelims,GS1,83. Which of the following is/are the advantage/advantages of practising drip irrigation? 1. Reduction in weed 2. Reduction in soil salinity 3. Reduction in soil erosion
2016,Prelims,GS1,"84. Regarding 'DigiLocker', sometimes seen in the news, which of the following statements is/are correct? 1. It is a digital locker system offered by the Government under Digital India Programme. 2. It allows you to ac access your e-documents irrespective of your physical location. Select the correct answer using the code given below. (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
2016,Prelims,GS1,"85. Recently, linking of which of the following rivers was undertaken? (a) Cauvery and Tungabhadra (b) Godavari and Krishna (c) Mahanadi and Sone (d) Narmada and Tapti"
2016,Prelims,GS1,"86. In the cities of our country, which among the following atmospheric gases are normally considered in calculating the value of Air Quality Index? 1. Carbon dioxide 2. Carbon monoxide 3. Nitrogen dioxide 4. Sulfur dioxide 5. Methane Select the correct answer using the code given below. (a) 1, 2 and 3 only (b) 2, 3 and 4 only"
2016,Prelims,GS1,"87. With reference to 'Astrosat', the astronomical observatory launched by India, which of the following statements is/are correct? 1. Other than USA and Russia, India is the only country to have launched a similar observatory into space. 2. Astrosat is a 2000 kg satellite placed in an orbit at 1650 km above the surface of the Earth."
2016,Prelims,GS1,"88. With reference to the economic history of medieval India, the term 'Araghatta' refers to (a) bonded labour (b) land grants made to military officers (c) waterwheel used in the irrigation of land (d) wasteland converted to cultivated land"
2016,Prelims,GS1,"89. With reference to the cultural history of India, the memorizing of chronicles, dynastic histories and epic tales was the profession of who of the following? (a) Shramana (b) Parivraajaka (c) Agrahaarika. (d) Maagadha"
2016,Prelims,GS1,"90. Recently, for the first time in our country, which of the following States has declared a particular butterfly as 'State Butterfly? (a) Arunachal Pradesh- (b) Himachal Pradesh (c) Karnataka (d) Maharashtra"
2016,Prelims,GS2,"1. According to the passage, which of the following factor/factors led to the adverse consequences for governance/public administration ?"
2016,Prelims,GS2,"2. With reference to the passage, the following assumptions have been made:"
2016,Prelims,GS2,Which of these assumptions is/are valid ?
2016,Prelims,GS2,3. Which one of the following is the essential message implied by this passage?
2016,Prelims,GS2,"4. According to the passage, which one of the following is not a means of enhancing internal accountability of civil services ?"
2016,Prelims,GS2,"5. With reference to the passage, the following assumptions have been made:"
2016,Prelims,GS2,Which of these assumption(s) is/are valid ?
2016,Prelims,GS2,6. Which one of the following is the crux of this passage?
2016,Prelims,GS2,"7. A ate grapes and pineapple; B ate grapes and oranges; C ate oranges, pineapple and apple; D ate grapes, apple and pineapple. After taking fruits, B and C fell sick. In the light of the above facts, it can be said that the cause of sickness was:"
2016,Prelims,GS2,(a) Apple
2016,Prelims,GS2,(b) Pineapple
2016,Prelims,GS2,(c) Grapes
2016,Prelims,GS2,(d) Oranges
2016,Prelims,GS2,8. Consider the following statements:
2016,Prelims,GS2,Which one of the following conclusions may be true in the light of the above facts ?
2016,Prelims,GS2,(a) The rate of population growth is increasing due to rural-urban migration
2016,Prelims,GS2,(b) The rate of population growth is increasing due to decline in death rate only
2016,Prelims,GS2,(c) The rate of population growth is increasing due to increase in birth rate only
2016,Prelims,GS2,(d) The rate of population growth is increasing due to faster decline in death rate than in birth rate
2016,Prelims,GS2,"9. A person X was driving in a place where all roads ran either north-south or east- west, forming a grid. Roads are at a distance of 1 km from each other in a parallel. He started at the intersection of two roads, drove 3 km north, 3 km west and 4 km south. Which further route could bring him back to his starting point, if the same route is not repeated ?"
2016,Prelims,GS2,"(a) 3 km east, then 2 km south"
2016,Prelims,GS2,"(b) 3 km east, then 1 km north"
2016,Prelims,GS2,"(c) 1 km north, then 2 km west"
2016,Prelims,GS2,"(d) 3 km south, then 1 km north"
2016,Prelims,GS2,"10. Consider the following statement: ""We shall go either for a picnic or for trekking"". Which of the following, if true, would falsify this claim ?"
2016,Prelims,GS2,(a) We go for a picnic but not for trekking
2016,Prelims,GS2,(b) Activities such as picnic and trekking are encouraged by the health authorities
2016,Prelims,GS2,(c) We go for trekking and not for picnic
2016,Prelims,GS2,(d) We do not go either for picnic or for trekking
2016,Prelims,GS2,"11. There were 50 faculty members comprising 30 males and the rest females. No male faculty member knew music, but many of the female faculty members did. The Head of the institution invited six faculty members to a tea party by draw of lots. At the party it was discovered that no member knew music. The conclusion is that:"
2016,Prelims,GS2,(a) the party comprised male faculty members only
2016,Prelims,GS2,(b) the party comprised only those female faculty members who could not give renderings in music
2016,Prelims,GS2,(c) the party comprised both male and female faculty members
2016,Prelims,GS2,(d) nothing can be said about the gender composition of the party
2016,Prelims,GS2,"12. Five people A, B, C, D and E are seated about a round table. Every chair is spaced equidistant from adjacent chairs."
2016,Prelims,GS2,"On the basis of above information, which of the following must be true ?"
2016,Prelims,GS2,Select the correct answer using the code given below:
2016,Prelims,GS2,(a) 1 only
2016,Prelims,GS2,(b) 1 and 2 only
2016,Prelims,GS2,(c) 3 only
2016,Prelims,GS2,(d) Neither 1 nor 2 nor 3
2016,Prelims,GS2,"13. There are five hobby clubs in a college - photography, yachting, chess, electronics and gardening. The gardening group meets every second day, the electronics group meets every third day, the chess group meets every fourth day, the yachting group meets every fifth day and the photography group meets every sixth day. How many times do all the five groups meet on the same day within 180 days?"
2016,Prelims,GS2,(a) 5
2016,Prelims,GS2,(b) 18
2016,Prelims,GS2,(c) 10
2016,Prelims,GS2,(d) 3
2016,Prelims,GS2,"14. There are some nectar-filled flowers on a tree and some bees are hovering on it. If one bee lands on each flower, one bee will be left out. If two bees land on each flower, one flower will be left out. The number of flowers and bees respectively are:"
2016,Prelims,GS2,(a) 2 and 4
2016,Prelims,GS2,(b) 3 and 2
2016,Prelims,GS2,(c) 3 and 4
2016,Prelims,GS2,(d) 4 and 3
2016,Prelims,GS2,15. Who is the doctor ?
2016,Prelims,GS2,(a) T
2016,Prelims,GS2,(b) P
2016,Prelims,GS2,(c) Q
2016,Prelims,GS2,(d) R
2016,Prelims,GS2,16. Who is the artist ?
2016,Prelims,GS2,(a) P
2016,Prelims,GS2,(b) Q
2016,Prelims,GS2,(c) R
2016,Prelims,GS2,(d) T
2016,Prelims,GS2,17. Who is the spouse of R ?
2016,Prelims,GS2,(a) P
2016,Prelims,GS2,(b) T
2016,Prelims,GS2,(c) Q
2016,Prelims,GS2,(d) S
2016,Prelims,GS2,19. Who of the following is definitely a man ?
2016,Prelims,GS2,(a) P
2016,Prelims,GS2,(b) S
2016,Prelims,GS2,(c) Q
2016,Prelims,GS2,(d) None of the above.
2016,Prelims,GS2,20. There is an order of 19000 quantity of a particular product from a customer. The firm produces 1000 quantity of that product per day out of which 5% are unfit for sale. In how many days will the order be completed ?
2016,Prelims,GS2,(a) 18
2016,Prelims,GS2,(b) 19
2016,Prelims,GS2,(c) 20
2016,Prelims,GS2,(d) 22
2016,Prelims,GS2,21. What is/are the present constraint/constraints in using biomass as fuel for power generation ?
2016,Prelims,GS2,Select the correct answer using the code given below:
2016,Prelims,GS2,(a) 1 and 2 only
2016,Prelims,GS2,(b) 3 only
2016,Prelims,GS2,(c) 2 and 3 only
2016,Prelims,GS2,"(d) 1, 2 and 3"
2016,Prelims,GS2,22. Which of the following can lead to food security problem?
2016,Prelims,GS2,Select the correct answer using the code given below:
2016,Prelims,GS2,(a) 1 and 2 only
2016,Prelims,GS2,(b) 3 only
2016,Prelims,GS2,(c) 2 and 3 only
2016,Prelims,GS2,"(d) 1, 2 and 3"
2016,Prelims,GS2,"23. In the context of using biomass, which of the following is/are the characteristic/ characteristics of the sustainable production of biofuel ?"
2016,Prelims,GS2,Select the correct answer using the code given below:
2016,Prelims,GS2,(a) 1 and 2 only
2016,Prelims,GS2,(b) 3 only
2016,Prelims,GS2,(c) 2 and 3 only
2016,Prelims,GS2,"(d) 1, 2 and 3"
2016,Prelims,GS2,"24. With reference to the passage, following assumptions have been made:"
2016,Prelims,GS2,Which of these assumptions is/are valid ?
2016,Prelims,GS2,(a) 1 only
2016,Prelims,GS2,(b) 2 only
2016,Prelims,GS2,(c) Both 1 and 2
2016,Prelims,GS2,(d) Neither 1 nor 2
2016,Prelims,GS2,25. Which among the following is the most logical and critical inference that can be made from the above passage?
2016,Prelims,GS2,"(a) In our agricultural practices, we have become heavily dependent on expensive chemical fertilizers and toxic pesticides only due to green revolution"
2016,Prelims,GS2,(b) Monocropping vast fields with high-yield varieties is possible due to green revolution
2016,Prelims,GS2,(c) Monocropping with high-yield varieties is the only way to ensure food security to millions
2016,Prelims,GS2,(d) Green revolution can pose a threat to biodiversity in food supply and food security in the long run
2016,Prelims,GS2,"26. A class starts at 11:00 am and lasts till 2:27 pm. Four periods of equal duration are held during this interval. After every period, a rest of 5 minutes is given to the students. The exact duration of each period is:"
2016,Prelims,GS2,(a) 48 minutes
2016,Prelims,GS2,(b) 50 minutes
2016,Prelims,GS2,(c) 51 minutes
2016,Prelims,GS2,(d) 53 minutes
2016,Prelims,GS2,"27. Four friends A, B, C and D need to cross a bridge. A maximum of two persons can cross it at a time. It is night and they just have one lamp. Persons that cross the bridge must carry the lamp to find the way. A pair must walk together at the speed of slower person. After crossing the bridge, the person having faster speed in the pair will return with the lamp each time to accompany another person in the group. Finally, the lamp has to be returned at the original place and the person who returns the lamp has to cross the bridge again without lamp. To cross the bridge, the time taken by them is as follows: A: 1 minute, B: 2 minutes, C: 7 minutes and D: 10 minutes. What is the total minimum time required by all the friends to cross the bridge?"
2016,Prelims,GS2,(a) 23 minutes
2016,Prelims,GS2,(b) 22 minutes
2016,Prelims,GS2,(c) 21 minutes
2016,Prelims,GS2,(d) 20 minutes
2016,Prelims,GS2,"28. 30 g of sugar was mixed in 180 ml water in a vessel A, 40 g of sugar was mixed in 280 ml of water in vessel B and 20 g of sugar was mixed in 100 ml of water in vessel C. The solution in vessel B is:"
2016,Prelims,GS2,(a) sweeter than that in C
2016,Prelims,GS2,(b) sweeter than that in A
2016,Prelims,GS2,(c) as sweet as that in C
2016,Prelims,GS2,(d) less sweet than that in C
2016,Prelims,GS2,"29. In aid of charity, every student in a class contributes as many rupees as the number of students in that class. With the additional contribution of Rs. 2 by one student only, the total collection is Rs. 443. Then how many students are there in the class ?"
2016,Prelims,GS2,(a) 12
2016,Prelims,GS2,(b) 21
2016,Prelims,GS2,(c) 43
2016,Prelims,GS2,(d) 45
2016,Prelims,GS2,"30. Anita's mathematics test had 70 problems carrying equal marks i.e., 10 arithmetic, 30 algebra and 30 geometry. Although she answered 70% of the arithmetic, 40% of the algebra and 60% of the geometry problems correctly, she did not pass the test because she got less than 60% marks. The number of more questions she would have to answer correctly to earn a 60% passing marks is:"
2016,Prelims,GS2,(a) 1
2016,Prelims,GS2,(b) 5
2016,Prelims,GS2,(c) 7
2016,Prelims,GS2,(d) 9
2016,Prelims,GS2,"31. In a class, there are 18 very tall boys. If these constitute three-fourths of the boys and the total number of boys is two-thirds of the total number of students in the class, what is the number of girls in the class ?"
2016,Prelims,GS2,(a) 6
2016,Prelims,GS2,(b) 12
2016,Prelims,GS2,(c) 18
2016,Prelims,GS2,(d) 21
2016,Prelims,GS2,32. Consider the following statements:
2016,Prelims,GS2,Which of the following conclusions can be drawn from the above statements ?
2016,Prelims,GS2,(a) A is older than B
2016,Prelims,GS2,(b) B and D are of the same age
2016,Prelims,GS2,(c) D is older than C
2016,Prelims,GS2,(d) A is older than C
2016,Prelims,GS2,33. The monthly average salary paid to all the employees of a company was Rs. 5000. The monthly average salary paid to male and female employees was Rs. 5200 and Rs. 4200 respectively. Then the percentage of males employed in the company is:
2016,Prelims,GS2,(a) 75%
2016,Prelims,GS2,(b) 80%
2016,Prelims,GS2,(c) 85%
2016,Prelims,GS2,(d) 90%
2016,Prelims,GS2,34. Which one of the following boxes contains the golf ball ?
2016,Prelims,GS2,(a) F
2016,Prelims,GS2,(b) E
2016,Prelims,GS2,(c) D
2016,Prelims,GS2,(d) None of the above
2016,Prelims,GS2,35. Which of the following statements is/are correct ?
2016,Prelims,GS2,(a) D is painted yellow
2016,Prelims,GS2,(b) F is painted indigo
2016,Prelims,GS2,(c) B is painted blue
2016,Prelims,GS2,(d) All of the above
2016,Prelims,GS2,36. The football is in the box of which colour?
2016,Prelims,GS2,(a) Yellow
2016,Prelims,GS2,(b) Indigo
2016,Prelims,GS2,(c) Cannot be determined as data are inadequate
2016,Prelims,GS2,(d) Blue
2016,Prelims,GS2,37. Two numbers X and Y are respectively 20% and 28% less than a third number Z. By what percentage is the number Y less than the number X?
2016,Prelims,GS2,(a) 12%
2016,Prelims,GS2,(b) 10%
2016,Prelims,GS2,(c) 9%
2016,Prelims,GS2,(d) 8%
2016,Prelims,GS2,38. A daily train is to be introduced between station A and station B starting from each end at 6 AM and the journey is to be completed in 42 hours. What is the number of trains needed in order to maintain the shuttle service ?
2016,Prelims,GS2,(a) 2
2016,Prelims,GS2,(b) 3
2016,Prelims,GS2,(c) 4
2016,Prelims,GS2,(d) 7
2016,Prelims,GS2,39. A piece of tin is in the form of a rectangle having length 12 cm and width 8 cm. This is used to construct a closed cube. The side of the cube is:
2016,Prelims,GS2,(a) 2 cm
2016,Prelims,GS2,(b) 3 cm
2016,Prelims,GS2,(c) 4 cm
2016,Prelims,GS2,(d) 6 cm
2016,Prelims,GS2,40. In a question paper there are five questions to be attempted and answer to each question has two choices True (T) or False (F). It is given that no two candidates have given the answers to the five questions in an identical sequence. For this to happen the maximum number of candidates is:
2016,Prelims,GS2,(a) 10
2016,Prelims,GS2,(b) 18
2016,Prelims,GS2,(c) 26
2016,Prelims,GS2,(d) 32
2016,Prelims,GS2,41. Which among the following is the most logical corollary to the above passage?
2016,Prelims,GS2,(a) Launching more welfare schemes and allocating more finances for the current schemes are urgently needed
2016,Prelims,GS2,(b) Efforts should be made to push up economic growth by other means and provide licences to the poor
2016,Prelims,GS2,(c) Greater transparency in the functioning of the government and promoting the financial inclusion are needed at present
2016,Prelims,GS2,(d) We should concentrate more on developing manufacturing sector than service sector
2016,Prelims,GS2,42. What is the most logical and rational inference that can be made from the above passage ?
2016,Prelims,GS2,(a) It is difficult to pursue climate adaptation in the developing countries
2016,Prelims,GS2,(b) Improving food security is a far more complex issue than climate adaptation
2016,Prelims,GS2,(c) Every developmental activity is directly or indirectly linked to climate adaptation
2016,Prelims,GS2,(d) Climate adaptation should be examined in tandem with other economic development options
2016,Prelims,GS2,43. Which among the following is the most critical inference that can be made from the above passage?
2016,Prelims,GS2,(a) Biodiversity sustains the ability of nature to recycle water
2016,Prelims,GS2,(b) We cannot get potable water without the existence of living organisms
2016,Prelims,GS2,"(c) Plants, animals and microorganisms continuously interact among themselves"
2016,Prelims,GS2,(d) Living organisms could not have come into existence without hydrological cycle
2016,Prelims,GS2,44. Which one of the following is the message that is essentially implied in the above passage?
2016,Prelims,GS2,(a) Need for more automation and more products of banks
2016,Prelims,GS2,(b) Need for a radical restructuring of our entire public finance system
2016,Prelims,GS2,(c) Need to integrate banking and non-banking institutions
2016,Prelims,GS2,(d) Need to promote financial inclusion.
2016,Prelims,GS2,"45. With reference to the above passage, consider the following statements:"
2016,Prelims,GS2,Which of the statements given above is/are correct?
2016,Prelims,GS2,(a) 1 only
2016,Prelims,GS2,(b) 2 only
2016,Prelims,GS2,(c) Both 1 and 2
2016,Prelims,GS2,(d) Neither 1 nor 2
2016,Prelims,GS2,46. Which among the following is the most logical and rational inference that can be made from the above passage?
2016,Prelims,GS2,(a) Nature has created a great diversity in human society
2016,Prelims,GS2,(b) Any given human society is always short of its wants
2016,Prelims,GS2,(c) Social life is a specific characteristic of man
2016,Prelims,GS2,(d) Diverse natural wants forced man towards social system
2016,Prelims,GS2,47. The statement refers to:
2016,Prelims,GS2,(a) the antithesis of Politics and Economics
2016,Prelims,GS2,(b) the interrelationship of Politics and Economics
2016,Prelims,GS2,(c) the predominance of Economics over Politics
2016,Prelims,GS2,(d) the predominance of Politics over Economics
2016,Prelims,GS2,48. Which among the following is the most logical and rational inference that can be made from the above passage?
